"Name";"Size";"ID";"Source";"Color"
"Tomb Tapper";"H";"97f2f0cc-cfcd-dcb5-5087-77e081e68473";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Icewind_Dale_Creatures/";"TRUE"
"Tomb Tapper Hulkdriver";"H";NA;NA;NA
"Tongueworm";"T";NA;NA;NA
"Tooth-N-Claw";"M";NA;NA;NA
"Toothbold";"T";NA;NA;NA
"Topaz Dragon Wyrmling";"M";NA;NA;NA
"Topaz Greatwyrm";"G";NA;NA;NA
"Tophet";"H";"64fb1c12-f8a4-2f1f-0f0a-07c480b138bb";"https://talespire.thunderstore.io/package/isopropanol/MonsterTU/";"FALSE"
"Topi";"S";NA;NA;NA
"Tormented Qiqirn";"L";NA;NA;NA
"Tormentor";"M";NA;NA;NA
"Tornado Dragon Wyrmling";"M";NA;NA;NA
"Tornscale";"";NA;NA;NA
"Torogar Steelfist";"L";NA;NA;NA
"Torthen";"T";NA;NA;NA
"Tortle";"M";NA;NA;NA
"Tortle Druid";"M";NA;NA;NA
"Tortle Monk";"M";NA;NA;NA
"Tortle Scout";"M";NA;NA;NA
"Tortle Witch doctor";"M";NA;NA;NA
"Tortoise";"M";NA;NA;NA
"Tosculi Drone";"S";NA;NA;NA
"Tosculi Elite Bow Raider";"M";NA;NA;NA
"Tosculi Hive-Queen";"L";NA;NA;NA
"Tosculi Jeweled Drone";"S";NA;NA;NA
"Tosculi Warrior";"S";NA;NA;NA
"Totivillus, Scribe of Hell";"M";NA;NA;NA
"Town Watch Guard Soldier";"M";NA;NA;NA
"Toxic Cave Fisher";"M";NA;NA;NA
"Toxobleps";"T";NA;NA;NA
"Tracker";"M";NA;NA;NA
"Tracker Beast";"L";NA;NA;NA
"Tranquil Master";"M";NA;NA;NA
"Transcendent Lunarchidna";"M";NA;NA;NA
"Transmuter";"M";NA;NA;NA
"Transmuter Wizard";"M";NA;NA;NA
"Trapper";"L";NA;NA;NA
"Treacherous Thief";"M";NA;NA;NA
"Treacle";"T";NA;NA;NA
"Treant";"H";"6123a7f6-dc01-decb-6f92-548bcdadc248";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Plants_Collection/";"TRUE"
"Treant Keeper of the Grove";"H";NA;NA;NA
"Treant Revenant";"H";NA;NA;NA
"Treant Sapling";"L";"1ac97c90-dd4d-167d-912b-9e3bf8eed8a7";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Plants_Collection/";"TRUE"
"Tree Blight";"L";"1f21e7e3-242c-0509-f637-bd5444188b3e";"https://talespire.thunderstore.io/package/simsete/CoS_Monster_Pack/";"TRUE"
"Tree Giant";"G";NA;NA;NA
"Tree Skinner";"M";NA;NA;NA
"Tree Woad";"L";NA;NA;NA
"Trelon";"L";NA;NA;NA
"Trepsin";"L";NA;NA;NA
"Tressym";"T";NA;NA;NA
"Tri-flower Frond";"M";NA;NA;NA
"Tri-FLower Frond";"M";NA;NA;NA
"Tribal Warrior";"M";NA;NA;NA
"Tribal Warrior Spore Servants";"M";NA;NA;NA
"Tribex";"L";NA;NA;NA
"Tricenatorus";"H";NA;NA;NA
"Triceratops";"H";"62cc9ea5-c9d2-297d-bc07-1d027a03f23b";"https://talespire.thunderstore.io/package/isopropanol/MonsterTU/";"FALSE"
"Triceratops Zombie";"H";NA;NA;NA
"Trickery Priest";"M";NA;NA;NA
"Tridrone";"M";"8a3ca5d4-fc43-998f-19b4-823df8436871";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Modrons_Collection/";"TRUE"
"Triton Master of Waves";"M";NA;NA;NA
"Triton Shorestalker";"M";NA;NA;NA
"Troglodyte";"M";"39aeb900-c4bf-6535-9807-2d8ff94752af";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Troglodyte Brute";"M";NA;NA;NA
"Troglodyte Champion of Laogzed";"M";NA;NA;NA
"Troglodyte Chieftain";"L";NA;NA;NA
"Troglodyte Marauder";"M";NA;NA;NA
"Troglodyte Shaman";"M";NA;NA;NA
"Trogodon";"L";NA;NA;NA
"Troll";"L";"e90923c3-441a-4811-93d0-946f267281f1";"";"TRUE"
"Troll Berserker";"L";NA;NA;NA
"Troll Boar";"L";NA;NA;NA
"Troll King";"L";NA;NA;NA
"Troll Shaman";"L";NA;NA;NA
"Troll Whelp";"M";NA;NA;NA
"Troll Witch Doctor";"L";NA;NA;NA
"Troll Zombie";"L";NA;NA;NA
"Trollkin Grunt";"M";NA;NA;NA
"Trollkin Raider";"M";NA;NA;NA
"Trollkin Reaver";"M";NA;NA;NA
"Trollkin Shaman";"M";NA;NA;NA
"Tromokratis";"G";NA;NA;NA
"Troodon";"S";NA;NA;NA
"Troodon Zombie";"S";NA;NA;NA
"Tröpfchen";"T";NA;NA;NA
"Trostani";"L";NA;NA;NA
"True Basilisk";"M";NA;NA;NA
"Truesong Dancer";"M";NA;NA;NA
"Truesong Dirge";"M";NA;NA;NA
"Trumpet Archon";"M";NA;NA;NA
"Tsochar";"S";NA;NA;NA
"Tsoreva";"M";NA;NA;NA
"Tsucora";"L";NA;NA;NA
"Tsucora Inspired Spy";"M";NA;NA;NA
"Tsucora Quori";"M";NA;NA;NA
"Tulgar Half-Spirit";"M";NA;NA;NA
"Tulgar Savage";"M";NA;NA;NA
"Tulgar Shaman";"M";NA;NA;NA
"Tulgar Spirit Talker";"M";NA;NA;NA
"Tulgar Warrior";"M";NA;NA;NA
"Tulpa";"M";NA;NA;NA
"Tunnel Prawn";"S";NA;NA;NA
"Tunnel Worm";"H";NA;NA;NA
"Turlang";"";NA;NA;NA
"Turtle";"T";NA;NA;NA
"Tuskaloth";"G";NA;NA;NA
"Tusked Crimson Ogre";"L";NA;NA;NA
"Tusked Skyfish";"L";NA;NA;NA
"Tveirherjar";"M";NA;NA;NA
"Twiddletoad";"T";NA;NA;NA
"Twig Blight";"S";"20e09aa3-4eb1-c956-d8f6-aaa556021e9e";"https://talespire.thunderstore.io/package/simsete/simsetes_Monster_Manual_Minis_Pack/";"TRUE"
"Twilight Mendicant";"M";NA;NA;NA
"Twin Assassin of eldor Alynn";"M";NA;NA;NA
"Twin Assassin of eldor Sane";"M";NA;NA;NA
"Two-Headed Adult Black Dragon";"H";NA;NA;NA
"Two-Headed Ancient Black Dragon";"G";NA;NA;NA
"Two-Headed Cerberus";"M";NA;NA;NA
"Two-Headed Crocodile";"L";NA;NA;NA
"Two-headed Eagle";"H";NA;NA;NA
"Two-Headed Owlbear";"L";NA;NA;NA
"Two-Headed Plesiosaurus";"";NA;NA;NA
"Two-Headed Troll";"L";NA;NA;NA
"Two-Headed Young Black Dragon";"L";NA;NA;NA
"Typhon";"H";NA;NA;NA
"Typhon, Father of Monsters";"G";NA;NA;NA
"Typhoon Dragon Wyrmling";"M";NA;NA;NA
"Tyrannosaurus Rex";"H";NA;NA;NA
"Tyrannosaurus Skeleton";"H";NA;NA;NA
"Tyrannosaurus Zombie";"H";NA;NA;NA
"Tyrant Archon";"L";NA;NA;NA
"Tyreus, Illusionist";"M";NA;NA;NA
"Tzakandi";"M";NA;NA;NA
"Tzepharion";"L";NA;NA;NA
"U'ulgan";"H";NA;NA;NA
"Uchuulun (Slime Chuul)";"L";NA;NA;NA
"Udaak";"G";NA;NA;NA
"Uhogguath";"L";NA;NA;NA
"Ulamog, the Ceaseless Hunger";"C";NA;NA;NA
"Ulder Ravengard";"M";NA;NA;NA
"Ulfhedinn";"L";NA;NA;NA
"Ulgurstasta";"G";NA;NA;NA
"Ulitharid";"L";"5fc12d56-1a60-f56d-ae2b-145cda199553";"https://talespire.thunderstore.io/package/isopropanol/MonsterTU/";"FALSE"
"Ulitharid Mastermind";"L";NA;NA;NA
"Ulitharid Supreme";"L";NA;NA;NA
"Ulnorya";"L";NA;NA;NA
"Ultimate Tyrant";"H";NA;NA;NA
"Ultroloth";"M";NA;NA;NA
"Umber Hulk";"L";NA;NA;NA
"Umbral Vampire";"M";NA;NA;NA
"Umbrazar, the Undying Shadow";"G";NA;NA;NA
"Umplebum";"L";NA;NA;NA
"Undead Bulette";"";NA;NA;NA
"Undead Phoenix";"H";NA;NA;NA
"Undead Spirit";"M";NA;NA;NA
"Undelon";"L";NA;NA;NA
"Undercity Medusa";"M";NA;NA;NA
"Underworld Cerberus";"L";NA;NA;NA
"Undine";"M";NA;NA;NA
"Undying Councilor";"M";NA;NA;NA
"Undying Heresy";"M";NA;NA;NA
"Undying Soldier";"M";NA;NA;NA
"Unhatched";"S";NA;NA;NA
"Unicorn";"L";"bc13b7d9-44ae-7138-92c6-f41e30547144";"https://talespire.thunderstore.io/package/isopropanol/MonsterTU/";"FALSE"
"Unicorn Celestial Charger";"L";NA;NA;NA
"Unitaur";"L";NA;NA;NA
"Unmarked Bodak";"M";NA;NA;NA
"Unspeakable Brute";"M";NA;NA;NA
"Unspeakable Horror";"H";NA;NA;NA
"Unspeakable Ravager";"L";NA;NA;NA
"Unspeakable Stalker";"M";NA;NA;NA
"Unspeakable Wretch";"M";NA;NA;NA
"Uprising";"G";NA;NA;NA
"Uraeus";"T";NA;NA;NA
"Urd Batlord of Kuraulyek";"S";NA;NA;NA
"Urd Warlock of the Fiend";"S";NA;NA;NA
"Urgala Meltimer";"M";NA;NA;NA
"Urhydra";"G";NA;NA;NA
"Uridimmu";"L";NA;NA;NA
"Urochar (Strangling Watcher)";"H";NA;NA;NA
"Urophion";"L";NA;NA;NA
"Ursa Polaris";"L";NA;NA;NA
"Ursaloth";"L";NA;NA;NA
"Ursinal";"L";NA;NA;NA
"Urstul Floxin";"M";NA;NA;NA
"Usagt";"M";NA;NA;NA
"Ushabti";"L";NA;NA;NA
"Usvapna (Dream Master)";"L";NA;NA;NA
"Utah Raptor (Carver)";"M";NA;NA;NA
"Utburd";"L";NA;NA;NA
"Uthgardt Shaman";"M";NA;NA;NA
"Uvuudaum";"L";NA;NA;NA
"Vaettir";"M";NA;NA;NA
"Vajra Safahr";"M";NA;NA;NA
"Valenar Hawk";"T";NA;NA;NA
"Valenar Hound";"M";NA;NA;NA
"Valenar Riding Horse";"L";NA;NA;NA
"Valenar Steed";"L";NA;NA;NA
"Valenar Warhorse";"L";NA;NA;NA
"Valetta";"M";NA;NA;NA
"Valin Sarnaster";"M";NA;NA;NA
"Valindra Shadowmantle";"M";NA;NA;NA
"Valkruung";"T";NA;NA;NA
"Valkur's Heir";"M";NA;NA;NA
"Valkyrie";"M";NA;NA;NA
"Vallowex";"L";NA;NA;NA
"Valor Bard";"M";NA;NA;NA
"Valygar";"M";NA;NA;NA
"Vampatrina Velikovna";"M";NA;NA;NA
"Vampirate";"M";NA;NA;NA
"Vampirate Captain";"M";NA;NA;NA
"Vampirate Mage";"M";NA;NA;NA
"Vampire";"M";"435c323d-7ab9-47bd-a5a3-d9344c59af5b";"";"TRUE"
"Vampire Lord (Blackguard)";"M";NA;NA;NA
"Vampire Neonate";"M";NA;NA;NA
"Vampire Patrician";"M";NA;NA;NA
"Vampire Priestess";"M";NA;NA;NA
"Vampire Priestess (Midgard Version)";"M";NA;NA;NA
"Vampire Rose";"S";NA;NA;NA
"Vampire Spawn";"M";NA;NA;NA
"Vampire Spawn Assassin";"M";NA;NA;NA
"Vampire Spawn Commander";"M";NA;NA;NA
"Vampire Spawn Glamour Bard";"M";NA;NA;NA
"Vampire Spawn Monk";"M";NA;NA;NA
"Vampire Spawn Priest of Death";"M";NA;NA;NA
"Vampire Spawn Sorceress";"M";NA;NA;NA
"Vampire Spawn Warlock of the Fiend";"M";NA;NA;NA
"Vampire Spawn Warrior";"M";NA;NA;NA
"Vampire Spellcaster";"M";NA;NA;NA
"Vampire Thrall";"M";NA;NA;NA
"Vampire Warlock";"M";NA;NA;NA
"Vampire Warrior";"M";NA;NA;NA
"Vampiric Ixitxachitl";"M";NA;NA;NA
"Vampiric Ixitxachitl Cleric";"M";NA;NA;NA
"Vampiric Jade Statue";"L";NA;NA;NA
"Vampiric Knight";"M";NA;NA;NA
"Vampiric Mind Flayer";"M";NA;NA;NA
"Vampiric Mist";"L";NA;NA;NA
"Vamster";"T";NA;NA;NA
"Vamster Horde";"L";NA;NA;NA
"Vamster Pack";"S";NA;NA;NA
"Vamster Swarm";"M";NA;NA;NA
"Vanara";"M";NA;NA;NA
"Vangal's Chosen";"M";NA;NA;NA
"Vangsluagh";"M";NA;NA;NA
"Vanifer";"M";NA;NA;NA
"Vapor Lynx";"L";NA;NA;NA
"Vargheist";"L";NA;NA;NA
"Varghulf";"H";NA;NA;NA
"Vargouille";"T";NA;NA;NA
"Varnoth";"M";NA;NA;NA
"Varnyr";"M";NA;NA;NA
"Varoot";"M";NA;NA;NA
"Vashtuk";"S";NA;NA;NA
"Vecna the Archlich";"M";NA;NA;NA
"Vecrose";"M";NA;NA;NA
"Veezel";"T";NA;NA;NA
"Vegepygmy";"S";"05d749df-8213-ab87-5c08-7e28a67e6b89";"https://talespire.thunderstore.io/package/isopropanol/MonsterV/";"FALSE"
"Vegepygmy Chief";"M";NA;NA;NA
"Vegepygmy Chieftain";"S";NA;NA;NA
"Vegepygmy Chieftain (Blighted)";"S";NA;NA;NA
"Vegepygmy Chieftain (Dandelion)";"S";NA;NA;NA
"Vegepygmy Chieftain (Flytrap Mantrap)";"S";NA;NA;NA
"Vegepygmy Chieftain (Kelp)";"S";NA;NA;NA
"Vegepygmy Chieftain (Lotus)";"S";NA;NA;NA
"Vegepygmy Chieftain (Mandroga)";"S";NA;NA;NA
"Vegepygmy Chieftain (Sunbloom)";"S";NA;NA;NA
"Vegepygmy Chieftain (Twig)";"S";NA;NA;NA
"Vegepygmy Commoner and Worker";"S";NA;NA;NA
"Vegepygmy Guard";"S";NA;NA;NA
"Vegepygmy Hunter";"S";NA;NA;NA
"Vegepygmy Scavenger";"S";NA;NA;NA
"Vegepygmy Shaman";"S";NA;NA;NA
"Vegepygmy Thorn Doctor";"S";NA;NA;NA
"Vegepygmy Warrior";"S";NA;NA;NA
"Vegepygmy Warrior (Blighted)";"S";NA;NA;NA
"Vegepygmy Warrior (Dandelion)";"S";NA;NA;NA
"Vegepygmy Warrior (Flytrap Mantrap)";"S";NA;NA;NA
"Vegepygmy Warrior (Kelp)";"S";NA;NA;NA
"Vegepygmy Warrior (Lotus)";"S";NA;NA;NA
"Vegepygmy Warrior (Mandroga)";"S";NA;NA;NA
"Vegepygmy Warrior (Sunbloom)";"S";NA;NA;NA
"Vegepygmy Warrior (Twig)";"S";NA;NA;NA
"Veiled Shade";"M";NA;NA;NA
"Velgilt the Colonizer";"M";NA;NA;NA
"Vellin Farstride";"S";NA;NA;NA
"Vellso";"M";NA;NA;NA
"Vellynne Harpell";"M";NA;NA;NA
"Velociraptor";"T";NA;NA;NA
"Velociraptor Zombie";"T";NA;NA;NA
"Velomachus Lorehold";"G";NA;NA;NA
"Vengaurak";"L";NA;NA;NA
"Venom Elemental";"L";NA;NA;NA
"Venom Maw Hydra";"H";NA;NA;NA
"Venom Troll";"L";NA;NA;NA
"Venomous Mummy";"M";NA;NA;NA
"Vent Linnorm";"G";NA;NA;NA
"Verbeeg";"L";NA;NA;NA
"Verbeeg Chieftain";"L";NA;NA;NA
"Verbeeg Longstrider";"L";NA;NA;NA
"Verbeeg Marauder";"L";NA;NA;NA
"Verbeeg Priest of Grolantor";"L";NA;NA;NA
"Verbeeg Shaman";"L";NA;NA;NA
"Verbeeg Skirmisher";"L";NA;NA;NA
"Verdalin";"S";NA;NA;NA
"Verin Thelyss";"M";NA;NA;NA
"Vermingeist";"T";NA;NA;NA
"Vesiculosa";"G";NA;NA;NA
"Veteran";"M";"9af9a61c-fc5b-96d9-71ec-28d1447c953f";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Veteran of the Gauntlet";"M";NA;NA;NA
"Veteran Swordbreaker Skeleton";"M";NA;NA;NA
"Vexxeh";"H";NA;NA;NA
"Viari";"M";NA;NA;NA
"Viconia DeVir";"M";NA;NA;NA
"Victoro Cassalanter";"M";NA;NA;NA
"Vierhaander";"L";NA;NA;NA
"Viiret";"L";NA;NA;NA
"Viktor";"M";NA;NA;NA
"Vila";"M";NA;NA;NA
"Vile Barber";"S";NA;NA;NA
"Vine Blight";"M";"11e82df8-217d-44e9-4c60-d7b8a6fe076f";"https://talespire.thunderstore.io/package/simsete/simsetes_Monster_Manual_Minis_Pack/";"TRUE"
"Vine Drake";"M";NA;NA;NA
"Vine Golem";"M";NA;NA;NA
"Vine Lord";"M";NA;NA;NA
"Vine Troll Skeleton";"L";NA;NA;NA
"Vines of Nemthyr";"L";NA;NA;NA
"Violet Fungus";"M";"94cdce12-b0ec-bc4b-2497-44bc0cd0b3da";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Violet Fungus, Giant";"L";"94cdce12-b0ec-bc4b-2497-44bc0cd0b3da";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Virtuoso Lich";"M";NA;NA;NA
"Virulent Sliver";"L";NA;NA;NA
"Vivisector";"M";NA;NA;NA
"Vladimir Horngaard";"M";NA;NA;NA
"Vladimir, the Crimson Reaper";"M";NA;NA;NA
"Vlogar";"M";NA;NA;NA
"Vodyanoy";"M";NA;NA;NA
"Voiceless Talker";"M";NA;NA;NA
"Voiceless Talker Artillerist";"M";NA;NA;NA
"Void Cultist";"M";NA;NA;NA
"Void Dragon Wyrmling";"M";NA;NA;NA
"Void Elemental Myrmidon";"M";NA;NA;NA
"Void Giant";"H";NA;NA;NA
"Void Mephit";"S";NA;NA;NA
"Void Scavver";"H";NA;NA;NA
"Void Speaker";"M";NA;NA;NA
"Void Speaker (Midgard Version)";"M";NA;NA;NA
"Voidling";"L";NA;NA;NA
"Voidpool";"L";NA;NA;NA
"Voidwracked Mage";"M";NA;NA;NA
"Voidwracked Mage (Midgard Version)";"M";NA;NA;NA
"Volcanic Dragon Wyrmling";"M";NA;NA;NA
"Volcano Slug";"T";NA;NA;NA
"Volenta Popofsky";"M";NA;NA;NA
"Volothamp Volo Geddarm";"M";NA;NA;NA
"Volt (Bolt Wurm)";"S";NA;NA;NA
"Völva";"M";NA;NA;NA
"Voor";"L";NA;NA;NA
"Voracalith";"H";NA;NA;NA
"Voref";"M";NA;NA;NA
"Vorin";"H";NA;NA;NA
"Vox Seeker";"T";NA;NA;NA
"Vozhark";"L";NA;NA;NA
"Vrail";"T";NA;NA;NA
"Vrock";"L";NA;NA;NA
"Vrock Doomsayer";"L";NA;NA;NA
"Vuall";"L";NA;NA;NA
"Vulcan demolisher";"H";NA;NA;NA
"Vulchling";"M";NA;NA;NA
"Vulture";"M";NA;NA;NA
"Wachter Cultist";"M";NA;NA;NA
"Wachter Cultist Mob";"H";NA;NA;NA
"Walking Statue of Waterdeep";"G";NA;NA;NA
"Walking Wall";"M";NA;NA;NA
"Wall of Shields";"H";NA;NA;NA
"Walled Horror";"L";NA;NA;NA
"Walnut Dankgrass";"M";NA;NA;NA
"Walrus";"L";"1946a86a-01b1-7ecd-77e0-7d257f1c6475";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Icewind_Dale_Creatures/";"TRUE"
"Wampus Cat";"M";NA;NA;NA
"Wandering Tower";"G";NA;NA;NA
"Wandslinger";"M";NA;NA;NA
"Wanyudo";"L";NA;NA;NA
"War Academy Mages";"L";NA;NA;NA
"War Caster";"M";NA;NA;NA
"War Chanter";"M";NA;NA;NA
"War Chaplain";"M";NA;NA;NA
"War Elephant";"H";NA;NA;NA
"War Hippogriff";"L";NA;NA;NA
"War Machine Golem";"G";NA;NA;NA
"War Mage";"M";NA;NA;NA
"War Ostrich";"L";NA;NA;NA
"War Priest";"M";NA;NA;NA
"War Spider";"H";NA;NA;NA
"War Titan";"H";NA;NA;NA
"War Troll";"L";NA;NA;NA
"War Wizard";"M";NA;NA;NA
"War Wyvern";"L";NA;NA;NA
"Warchief";"M";NA;NA;NA
"Warden";"M";NA;NA;NA
"Warden Archon";"L";NA;NA;NA
"Warder Devil";"M";NA;NA;NA
"Wardu";"M";NA;NA;NA
"Warduke";"M";NA;NA;NA
"Warforged Assassin";"M";NA;NA;NA
"Warforged Colossus";"G";NA;NA;NA
"Warforged Commander";"M";NA;NA;NA
"Warforged Juggernaut";"M";NA;NA;NA
"Warforged Soldier";"M";NA;NA;NA
"Warforged Titan";"H";NA;NA;NA
"Warhorse";"L";NA;NA;NA
"Warhorse Skeleton";"L";NA;NA;NA
"Warlock's Trumpetbloom";"L";NA;NA;NA
"Warlock Adventurer";"M";NA;NA;NA
"Warlock Hero";"M";NA;NA;NA
"Warlock Initiate";"M";NA;NA;NA
"Warlock Legend";"M";NA;NA;NA
"Warlock of the Archfey";"M";NA;NA;NA
"Warlock of the Fiend";"M";NA;NA;NA
"Warlock of the Fiend, Legendary";"M";NA;NA;NA
"Warlock of the Great Old One";"M";NA;NA;NA
"Warlock of the Great Old One, Legendary";"M";NA;NA;NA
"Warlock of the Raven Queen";"M";NA;NA;NA
"Warlock of the Undead";"M";NA;NA;NA
"Warlord";"M";NA;NA;NA
"Warlord Skirmisher";"M";NA;NA;NA
"Warmonger";"M";NA;NA;NA
"Warmth Thief";"T";NA;NA;NA
"Warp Dragon Wyrmling";"M";NA;NA;NA
"Warp Spawn";"L";NA;NA;NA
"Warrior";"M";NA;NA;NA
"Warrior Spirit";"M";NA;NA;NA
"Wasteland Dragon Wyrmling";"M";NA;NA;NA
"Wastrilith";"L";NA;NA;NA
"Watch Detective";"M";NA;NA;NA
"Water Bender";"M";NA;NA;NA
"Water Elemental";"L";"1e8aff88-86c1-45df-bfb6-6dc63eba08b7";"";"TRUE"
"Water Elemental Myrmidon";"M";NA;NA;NA
"Water Elemental, Huge";"H";"1e8aff88-86c1-45df-bfb6-6dc63eba08b7";"";"TRUE"
"Water Elemental, Medium";"M";"1e8aff88-86c1-45df-bfb6-6dc63eba08b7";"";"TRUE"
"Water Horse";"M";NA;NA;NA
"Water Leaper";"L";NA;NA;NA
"Water Mephit";"S";NA;NA;NA
"Water Weird";"L";NA;NA;NA
"Weasel";"T";NA;NA;NA
"Web Reaver";"G";NA;NA;NA
"Web Zombie";"M";NA;NA;NA
"Weeping Coils";"L";NA;NA;NA
"Weeping Treant";"H";NA;NA;NA
"Weirding Scroll";"T";NA;NA;NA
"Wendigo";"M";"dc4243d4-4777-987b-c2c9-1f2732627afe";"https://talespire.thunderstore.io/package/Minipaintbdc/BCs_Creatures_of_Icewind_Dale/";"TRUE"
"Were-Mist";"L";NA;NA;NA
"Werebat";"M";NA;NA;NA
"Werebear";"M";"ed336f82-7922-e13c-df56-bc1fa76b14f7";"https://talespire.thunderstore.io/package/isopropanol/MonsterWXYZ/";"FALSE"
"Werebear Grandmaster";"M";NA;NA;NA
"Wereboar";"M";"15b4c738-9e8c-6a0d-ccaf-632324c7d0ab";"https://talespire.thunderstore.io/package/AzureYukiPoo/AZ_CandleKeepMysteries_Pack/";"TRUE"
"Wereboar Berserker";"M";NA;NA;NA
"Weredactyl";"M";NA;NA;NA
"Werehyena";"M";NA;NA;NA
"Werehyena Alpha";"M";NA;NA;NA
"Wereowl";"M";NA;NA;NA
"Wererat";"M";"9507d2e3-0cb8-ceb9-a2d3-7f79ff7662a8";"https://talespire.thunderstore.io/package/isopropanol/MonsterWXYZ/";"FALSE"
"Wererat Assassin";"M";NA;NA;NA
"Wererat Captain";"M";NA;NA;NA
"Wererat Pack Lord";"M";NA;NA;NA
"Wererat Slinker";"M";NA;NA;NA
"Wererat Thug";"M";NA;NA;NA
"Wereraven";"M";"01b1b7af-277b-857b-d8cb-1e87660f0e55";"https://talespire.thunderstore.io/package/simsete/CoS_Monster_Pack/";"TRUE"
"Wereshark";"L";NA;NA;NA
"Weretiger";"M";"f9da54b8-1af2-4cd2-2e35-f838ae393a4f";"https://talespire.thunderstore.io/package/isopropanol/MonsterWXYZ/";"FALSE"
"Werewolf";"M";"91bac688-1af5-1ff2-81dd-a8bc19257f78";"https://talespire.thunderstore.io/package/simsete/Jerbardos_Monsters/";"TRUE"
"Werewolf (Krallenhorde)";"M";NA;NA;NA
"Werewolf Alpha";"M";NA;NA;NA
"Werewolf Moon Shaman";"M";NA;NA;NA
"Werewolf Pack Leader";"M";NA;NA;NA
"Werewolf Pack Lord";"M";NA;NA;NA
"Werynax";"L";NA;NA;NA
"Wharfling";"T";NA;NA;NA
"Wharfling Swarm";"L";NA;NA;NA
"Whip Slime";"M";NA;NA;NA
"Whiptail";"S";NA;NA;NA
"Whirling Swordsman";"M";NA;NA;NA
"Whisper Bard";"M";NA;NA;NA
"Whisper Demon";"M";NA;NA;NA
"Whisperer In Darkness";"M";NA;NA;NA
"Whistler";"L";NA;NA;NA
"White Abishai";"M";NA;NA;NA
"White Ape";"L";NA;NA;NA
"White Dracolisk";"L";NA;NA;NA
"White Dragon Wyrmling";"M";NA;NA;NA
"White Frost Elemental";"L";NA;NA;NA
"White Greatwyrm";"G";NA;NA;NA
"White Guard Drake";"M";NA;NA;NA
"White Maw";"G";NA;NA;NA
"White Shark";"L";NA;NA;NA
"White Slaad";"L";NA;NA;NA
"White Stag";"L";NA;NA;NA
"Whitespawn Iceskidder";"L";NA;NA;NA
"Wicked Skull";"T";NA;NA;NA
"Wicker Man";"H";NA;NA;NA
"Wickerman";"H";"04dea570-1de6-5dd3-d35a-f7e1af6748ad";"https://talespire.thunderstore.io/package/isopropanol/MonsterWXYZ/";"FALSE"
"Widow Creeper";"L";NA;NA;NA
"Wiggan Nettlebee";"S";NA;NA;NA
"Wight";"M";"3d30fc32-d009-50b5-7507-37c8d5aa59dd";"https://talespire.thunderstore.io/package/isopropanol/MonsterWXYZ/";"FALSE"
"Wight Captain";"M";NA;NA;NA
"Wight Champion";"M";NA;NA;NA
"Wight Dust";"M";NA;NA;NA
"Wight Hexblade";"M";NA;NA;NA
"Wight Restless";"M";NA;NA;NA
"Wight Walker";"M";NA;NA;NA
"Wight Warlock";"M";NA;NA;NA
"Wild Giant";"L";NA;NA;NA
"Wild Giant Bearskin";"L";NA;NA;NA
"Wild Giant Huntmaster";"L";NA;NA;NA
"Wild Giant Ravenspeaker";"L";NA;NA;NA
"Wild Hunt General";"M";NA;NA;NA
"Wild Hunt Warrior";"M";NA;NA;NA
"Wild Magic Sorcerer";"M";NA;NA;NA
"Wild Magic Sorcerer Supreme";"M";NA;NA;NA
"Wilden";"M";NA;NA;NA
"Wildfire Spirit";"S";NA;NA;NA
"Will-o'-Wisp";"T";NA;NA;NA
"Willow Tree Warrior";"L";NA;NA;NA
"Willow Wilden Sentinel";"M";NA;NA;NA
"Willow Wilden Watcher";"M";NA;NA;NA
"Willowhaunt";"H";NA;NA;NA
"Wilt-Eye Basilisk";"M";NA;NA;NA
"Wind's Harp";"M";NA;NA;NA
"Wind Demon";"S";NA;NA;NA
"Wind Dragon Wyrmling";"M";NA;NA;NA
"Wind Drake";"M";NA;NA;NA
"Wind Eater";"M";NA;NA;NA
"Wind Weasel";"M";NA;NA;NA
"Windharrow";"M";NA;NA;NA
"Windigo";"L";NA;NA;NA
"Windrider";"M";NA;NA;NA
"Windy Wailer";"L";NA;NA;NA
"Winged Ape";"M";NA;NA;NA
"Winged Bull";"L";NA;NA;NA
"Winged Kobold";"S";"1bfa7bdc-028a-ef96-0a07-af5558371175";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Winged Kobold (Urd)";"S";NA;NA;NA
"Winged Lion";"L";NA;NA;NA
"Winged Sliver";"L";NA;NA;NA
